Title,Genre
Spies In Disguise,"Animation, Family Spy-Gadgets Pigeon-Transformation Tech-Genius Buddy-Comedy"
Good Newwz,"Comedy, Bollywood IVF-Sperm-Mixup Premium-Hospital Pregnancy-Anxiety Contrasting-Couples Satire"
Dustbin,"Drama, Punjabi Marital-Trust Waste-Management Social-Issue Reality-Grounded"
Birds Of Prey,"Action, Superhero Harley-Quinn Gotham-Underworld Girl-Gang Diamond-Heist R-Rated"
Sonic The Hedgehog,"Action, Family Sci-Fi Video-Game Rings-Teleport Robotnik Road-Trip Adventure"
Sufna,"Drama, Punjabi Romance Army-Aspirations Orphan-Girl Unconditional-Love Musical-Epic Melodrama"
Rsvp,"Comedy, Romance Wedding-Planner Modern-Dilemmas Family-Interference Rom-Com"
Onward,"Animation, Family Urban-Fantasy Magic-Quest Half-Dad-Resurrection Sibling-Bond Adventure"
Ikko Mikke,"Drama, Punjabi Soul-Swapping Soul-Swapping Marital-Problems Empathy-Lesson Life-Slice Relationship-Study"
Chal Mera Putt 2,"Comedy, Punjabi Illegal-Immigrants New-Roommates Financial-Crisis Cross-Border-Unity Sequel-Masterpiece"
Angrezi Medium,"Comedy, Bollywood Sweet-Shop London-College Bribery International-Admissions Father-Daughter-Sacrifice"
Vcr Billu Da,"Comedy, Punjabi 90s-Nostalgia VCR-Craze Village-Electronics Marriage-Hurdle Chaos"
Extraction,"Action, Thriller Dhaka-Kidnap Mercenary Safe-House Safe-House Non-Stop-Gunfights"
A Whisker Away,"Anime, Fantasy Romance Cat-Transformation Magic-Mask Cat-Island Self-Discovery"
The New Mutants,"Action, Superhero Horror-Vibe Asylum-Secret Demon-Bear Mutant-Trauma Sci-Fi"
Mulan,"Action, Adventure Live-Action Imperial-Army Witch-Villain War-Epic Chi-Energy"
"Miraculous World: New York, United Heroez","Animation, Family Superhero Special Paris-To-NY Magic-Artifact TeamUp"
Once Upon A Snowman,"Animation, Family Frozen-Prequel Olaf-Origin Wandering-Short Comedy"
Minions Holiday Special,"Animation, Family Holiday Anthologies Slapstick Minion-Gags Short"
How To Train Your Dragon: Snoggletog Log,"Animation, Family Ambient Holiday Yule-Log Night-Light-Cameos Special"
Soul,"Animation, Family Jazz-Pianist Great-Before Soul-Swap Spark-Of-Life Masterpiece"
Josee The Tiger And The Fish,"Anime, Drama Disability Wheelchair-Aspirations Marine-Biology Romance Dream-Pursuit"
Wonder Woman 1984,"Action, Superhero 1980s Dreamstone Max-Lord Golden-Armor Retro-Epic"
Raya And The Last Dragon,"Animation, Family Kumandra Dragon-Gem Druun-Petrification Asian-Mythology Warrior-Princess"
Zack Snyder'S Justice League,"Action, Superhero Darkseid Mother-Boxes Knightmare-Future Director-Cut 4-Hour-Epic"
Monster Pets: A Hotel Transylvania Short Film,"Animation, Family Monster-Puppy Giant-Pet Hotel-Chaos Short"
22 Vs Earth,"Animation, Family Prequel Soul-Rebellion Soul-Rebellion Human-Short Soul-Rebellion"
The Mitchells Vs The Machines,"Animation, Family Robot-Apocalypse Tech-Satire Road-Trip Quirky-Art Sibling-Bond"
Daldal,"Thriller, Punjabi Crime Swamp-Investigation Psychological Gritty-Reality Drama"
The Conjuring: The Devil Made Me Do It,"Horror, Supernatural Courtroom-TieIn Occult-Witch Murder-Possession Warrens-Case"
Luca,"Animation, Family Sea-Monster Italian-Riviera Vespa-Dream Secret-Identity Friendship"
F9,"Action, Space-Car Secret-Brother Magnets-Heist Project-Aries Over-The-Top"
The Boss Baby: Family Business,"Animation, Family Adult-Brothers DeAging-Formula Rogue-School CEO-Baby Sequel"
The Tomorrow War,"Sci-Fi, Action Time-Travel Alien-White-Spikes Future-Conscription Apocalypse-Prevention Survival"
Black Widow,"Action, Superhero Red-Room Spy-Family Taskmaster Mind-Control Prequel-History"
Belle,"Anime, Sci-Fi Virtual-Reality Avatar Beauty-Beast cyber-Musicals Cyber-Bullying"
The Suicide Squad,"Action, Superhero R-Rated Starro Corto-Maltese Villain-Team Bloodsport Anti-Hero"
My Hero Academia World Heros Mission,"Anime, Shonen Action Global-Cult Quirk-Doomsday Trigger-Bombs Fugitive-Run"
Puada,"Comedy, Punjabi Marriage-Obstacle Bovine-Doctor Family-Feud Lies-Web Rom-Com"
Free Guy,"Action, Comedy Video-Game NPC-Awakening AI-Romance Game-Developer Gaming-Satire"
Dakuan Da Munda 2,"Biography, Crime Punjabi Prescription-Addiction Student-Life Rehabilitation True-Diary Sequel"
Shang-Chi And The Legend Of The Ten Rings,"Action, Superhero Martial-Arts Ten-Rings TaLo Soul-Eaters Mythic-Beasts Origin"
Yaar Anmulle Returns,"Comedy, Punjabi College-Nostalgia Friendship-Crack Romance Reunion Musical"
Qismat 2,"Drama, Punjabi Unrequited-Love War-Volunteering Tragedy Emotional-Ache Musical-Sequel"
Venom: Let There Be Carnage,"Action, Superhero Carnage Prison-Break Symbiote-Quarrel Ravencroft Red-Monster"
Chal Mera Putt 3,"Comedy, Punjabi Deportation-Escape UK-Visa Roommate-Chaos Cross-Border-Family Trilogy-End"
Moosa Jatt,"Action, Punjabi Rural-Mafia Farmer-Rights Revenge Gritty Masala-Drama"
No Time To Die,"Action, Spy Nanotech-Virus Safin Island-Base Bond-Legacy Series-Conclusion"
Honsla Rakh,"Comedy, Punjabi Single-Fatherhood Divorce Separation Co-Parenting Canada Romance-Farce"
Yes I Am Student,"Drama, Punjabi International-Student Student-Exploitation Survival Canada-Struggles Reality-Grounded"
Dune: Part One,"Sci-Fi, Adventure Arrakis Spice-War Desert-Planet Fremen Royal-Betrayal Epic"
Jai Bhim,"Drama, Legal Tribal-Rights Police-Brutality Systematic-Oppression Habeas-Corpus Masterpiece True-Story"
Pinky Moge Wali 2,"Comedy, Punjabi Small-Town Aspirations Marriage-Market Comedy-Drama Romance"
Pani Ch Madhani,"Comedy, Punjabi 1980s Period Music-Group Lottery-Ticket UK-Tour Cultural-Farce"
Eternals,"Action, Superhero Deviants Cosmic-Celestials Immortal-Protectors Earth-Birth History-Span"
Fufad Ji,"Comedy, Punjabi Period Brother-In-Law Ego-Clash Village-Traditions Family-Hierarchy Satire"
Red Notice,"Action, Comedy Art-Heist Interpol Cleopatra-Eggs Triple-Cross Global-Chase"
Encanto,"Animation, Family Magic-House Madrigal Miracle-Loss Generational-Trauma Musical Masterpiece"
Teeja Punjab,"Drama, Punjabi Land-Scam Village-Unity Farming-Pride Political-Awareness Social-Epic"
Vadaa Kalakar,"Drama, Punjabi Showbiz Period Theatre-Artist Struggling-Actor Cinema-Passion"
Khao Piyo Aish Karo,"Comedy, Punjabi Sibling-Rivalry Debt-Evading Marriage-Fix Group-Chaos Slapstick"
Shaava Ni Girdhari Lal,"Comedy, Punjabi Multi-Suitor Rich-Bachelor Village-Beauty Marriage-Obsession Masala"
Spider-Man: No Way Home,"Action, Superhero Multiverse-Villains Spell-Gone-Wrong Spider-Trio Tragedy Identity-Wipe Masterpiece"
Pushpa: The Rise - Part 1,"Action, Crime Red-Sandalwood Smuggling Underdog-Rise Police-Clash Mass-Masala"
Sing 2,"Animation, Family Sci-Fi-Musical Redshore-City Reclusive-Rockstar Theatre-Audition Visual-Spectacle"
Jujutsu Kaisen 0,"Anime, Shonen Dark-Fantasy Curse-Spirit Sorcerer-High Prequel-Origin Friendship-Bond"
While We Watched,"Documentary, Journalism News-Room Crisis Media-Ethics Independent-Press Indian-Television"
Hotel Transylvania: Transformania,"Animation, Family Humanization-Monster Monsterfication Monster-Ray Amazon-Jungle Sequel-End"
Scream,"Horror, Slasher Requil Whodunit Woodsboro-Legacy Meta-Gore"
Ice Age: Adventures Of Buck Wild,"Animation, Family Lost-World Dinosaur-Rescue Possum-Brothers Spin-Off"
Shooter,"Action, Punjabi Gangster-Biopic Crime Weapons-Craze Youth-Radicalization Reality-Grounded"
Jal Wayu Enclave,"Comedy, Punjabi Lockdown-Romance Residential-Complex Flight-Attendant Pandemic-Setting Drama"
Aaja Mexico Challiye,"Drama, Punjabi Illegal-Immigration Donkey-Route Mexico-Border Jungle-Survival Human-Tragedy"
Main Viyah Nahi Karona Tere Naal,"Comedy, Punjabi Canadian-Youtuber Traditional-Girl Village-Roots Romance-Farce Musical"
Jatt Brothers,"Comedy, Punjabi Friendship Brokerage-Business Love-Triangle Youth-Vibe Musical-Drama"
The Batman,"Crime, Superhero Riddler-Zodiac Wayne-Grounded Detective-Noir Flood-Anarchy Gritty"
Turning Red,"Animation, Family Red-Panda Puberty-Metaphor Boy-Band Toronto Generational-Conflict"
The Adam Project,"Sci-Fi, Action Time-Travel Young-Self Past-Father Wormhole-Chase Tech-Action"
Babbar,"Action, Punjabi Crime Syndicate Revenge Brutal-Vigilante Gang-War Thriller"
Rrr,"Action, Historical British-Defiance Fire-Water-Bond Bullet-Train Tiger-Fight Revolutionary-Epic"
Morbius,"Action, Superhero Vampire-Curse Blood-Disease Echo-Location Anti-Hero Marvel-Universe"
Lekh,"Drama, Punjabi Lost-School-Romance Fate Destiny Separation Emotional-Melodrama"
Sonic The Hedgehog 2,"Action, Family Knuckles Tails Master-Emerald Robotnik Giant-Mecha Adventure"
Galwakdi,"Comedy, Punjabi Obsessive-Orderly Quirky-Girl Opposites-Attract Family-Drama Romance"
Ni Main Sass Kutni,"Comedy, Punjabi Daughter-In-Law Mother-In-Law Domestic-Feud Household-War Satire"
K G F: Chapter 2,"Action, Crime Narachi-Empire Adheera Prime-Minister-Clash Stylized-Violence Epic-Conclusion"
The Bad Guys,"Animation, Family Anthropomorphic-Thieves Heist-Crew Good-Deed-Pretence Crimson-Paw Redemption"
Ms Undercover,"Action, Comedy Female-Agent Housewife-Disguise Infiltration Domestic-Spy-Farce"
Doctor Strange In The Multiverse Of Madness,"Action, Superhero Multiverse-Hop Corrupted-Witch Illuminati Book-Of-Vishanti Horror-Infused"
Maa,"Drama, Punjabi Mother-Sacrifice Rural-Struggles Drug-Menace-Fight Family-Restoration Emotional-Epic"
Saunkan Saunkne,"Comedy, Punjabi Infertility Co-Wife Second-Marriage Sibling-Rivalry Household-War Hits-Farce"
Main Te Bapu,"Comedy, Punjabi Father-Son Double-Romance Widower-Remarriage Canada-Dream Generational-Bond"
Kokka,"Comedy, Punjabi Age-Gap-Romance Older-Woman Dating-App Social-Taboo Romance-Drama"
Bhool Bhulaiyaa 2,"Comedy, Bollywood Horror-Comedy Ruined-Mansion Manjulika-Spirit Twin-Secret Exorcism-Farce"
Mahi Tera Nikka Jeha,"Comedy, Punjabi Height-Difference In-Laws-Approval Short-Groom Romance-Drama Satire"
Top Gun: Maverick,"Action, Drama Fighter-Jets Darkstar Canyon-Run Fighter-Jets Veteran-Instructor Blockbuster-Masterpiece"
Jurassic World Dominion,"Sci-Fi, Action Giant-Locusts Biosyn Legacy-Reunion Dinosaur-Coexistence Global-Chase"
Lightyear,"Animation, Family Sci-Fi Time-Dilation Zurg Star-Command Space-Survival Space-Ranger"
Sher Bagga,"Comedy, Punjabi Accidental-Pregnancy Live-In Post-Breakup Canada-Setting Parenthood-Comedy"
Shareek 2,"Drama, Punjabi Blood-Feud Half-Brothers Land-Dispute Lineage-Pride Tragic-Epic"
Minions: The Rise Of Gru,"Animation, Family 1970s Vicious-6 Gru-Origin Zodiac-Stone KungFu-Minions"
Thor: Love And Thunder,"Action, Superhero God-Butcher Jane-Thor Eternity Mighty-Goats Cancer-Drama"
The Sea Beast,"Animation, Family Sea-Monsters Hunting-Ship Monster-Island Anti-Propaganda Adventure"
Sohreyan Da Pind Aa Gaya,"Comedy, Punjabi Matchmaking-Spite Village-Next-Door Ex-Lover Revenge-Wed Marriage-Farce"
Bajre Da Sitta,"Drama, Punjabi Period Female-Singers Patriarchy Recording-Era Gramophone Social-Realism"
Bad Luck Spot,"Comedy, Short Superstition Bad-Omen Situational-Comedy Gags"
Luck,"Animation, Family Land-Of-Luck Leprechauns Black-Cat Bad-Luck-Purge Fantasy"
Jinhe Jamme Saare Nikame,"Comedy, Punjabi Elderly-Abandonment Courtroom-Suing Parental-Rights Social-Satire Family-Drama"
Padma Shri Kaur Singh,"Drama, Biographical Sports Boxing Olympian-Journey Financial-Struggle Army-Valor State-Neglect"
Jind Mahi,"Drama, Punjabi UK-Diaspora Creative-Arts Romance Heartbreak Family-Values"
One Piece Red,"Anime, Shonen Musical-Action Uta Tot-Musica Shanks-Daughter Sing-Sing-Fruit"
Beautiful Billo,"Comedy, Punjabi UK-House Secret-Pregnancy Tenant-Confusion Marital-Messes Farce"
Laal Singh Chaddha,"Drama, Bollywood Indian-History Kargil-War Train-Journey Forrest-Gump-Remake Emotional-Epic"
Laung Laachi 2,"Comedy, Punjabi Reincarnation Royal-Past Historic-Haveli Triple-Romance Sequel-Farce"
Pencil Vs Pixel,"Documentary, Animation Hand-Drawn CGI-Shift Disney-History Industry-Transition"
Tera Mera Ki Lagda,"Comedy, Punjabi College Friendship Family-Confusion Romantic-Comedy"
Minions And More 1,"Animation, Family Short-Anthology Compilation Minion-Shenanigans"
Yaar Mera Title Varga,"Comedy, Punjabi Mid-Life-Crisis Facebook-Flirting Fake-ID Digital-Age Marriage-Farce"
The Tunnel To Summer The Exit Of Goodbyes,"Anime, Sci-Fi Urashima-Tunnel Wish-Granting Time-Loss Youth-Romance"
Maa Da Ladla,"Comedy, Punjabi Single-Mother Fake-Father Drama-Staging UK-Diaspora Romance-Farce"
Moh,"Drama, Punjabi Obsessive-Poetic-Love Age-Gap Madness Psychological Social-Taboo Tragedy-Epic"
Kantara,"Action, Thriller Bhoota-Kola Forest-Land-Dispute Demi-God Divine-Justice Regional-Masterpiece"
Babe Bhangra Paunde Ne,"Comedy, Punjabi Insurance-Scam Adoption-Elderly Rich-Father-Scheme Orphanage-Twist Satire"
Werewolf By Night,"Action, Superhero Horror Monster-Hunt Bloodstone Noir-Style MCU-Special"
The Legend Of Maula Jatt,"Action, Drama Period Cult-Gangs Noori-Natt Gladiatorial-Revenge Masterpiece-Remake"
Black Adam,"Action, Superhero Kahndaq Ancient-Champion JSA-Clash Throne-Threat Anti-Hero"
Honeymoon,"Comedy, Punjabi Joint-Family Elopement-Trip UK-Flight Village-In-Laws Group-Chaos"
Minions And More 2,"Animation, Family Short-Anthology Illumination-Characters Slapstick-Compilation"
Suzume,"Anime, Fantasy Disaster-Portals Cat-Keystone Chair-Transformation Tokyo-Sky Masterpiece"
Saas Meri Ne Munda Jamiya,"Comedy, Punjabi Mother-In-Law Pregnancy Generational-Clash Domestic-Farce Confusion"
Black Panther: Wakanda Forever,"Action, Superhero Talokan Shuri-Grief Namor Vibranium-War Legacy-Transition"
Drishyam 2,"Crime, Thriller Case-Reopening Police-Trap Excavation-Secret Brain-Game Sequel-Masterpiece"
Strange World,"Animation, Family Subterranean-Expedition Living-Planet Eco-Preservation Eco-Preservation Explorer-Family"
The Guardians Of The Galaxy Holiday Special,"Action, Superhero Christmas-Gift Kevin-Bacon Knowhere Kidnapping-Comedy Festive"
Madagascar: A Little Wild Holiday Goose Chase,"Animation, Family Holiday Goose-Rescue Winter-Zoo Short"
The First Slam Dunk,"Anime, Sports Basketball High-School-Championship Emotional-Backstory Rotoscoped-Action Masterpiece"
The Boss Baby: Christmas Bonus,"Animation, Family Holiday Santa-Workshop Corporate-Elf Special"
The Whale,"Drama, Psychological Obesity Estranged-Daughter Grief Apartment-Grounded Redemption"
Avatar: The Way Of Water,"Sci-Fi, Action Pandora-Oceans Tulkun-Hunting Reef-Clan RDA-Return Masterpiece-Spectacle"
Puss In Boots: The Last Wish,"Animation, Family 9-Lives Death-Wolf Wishing-Star Shrek-Universe Masterpiece-Style"
M3Gan,"Horror, Sci-Fi AI-Doll Android-Protector Tech-Parenting Slasher Murder-Dance"
Pathaan,"Action, Bollywood Spy Outfit-X Bio-Weapon Train-Fight Spy-Universe-MegaHit"
Ik Omkar,"Drama, Punjabi Spiritual Religious-Faith Sikh-Values Life-Journey"
Ant-Man And The Wasp: Quantumania,"Action, Superhero Quantum-Realm Kang-Conqueror Freedom-Fighters Micro-Universe"
Manjan Orchestra,"Drama, Punjabi Musical Band-Formation Small-Town-Talent Struggles Achievement"
Mavka: The Forest Song,"Animation, Family Ukrainian-Mythology Nature-Spirits Magic-Source Village-Conflict"
Scream Vi,"Horror, Slasher New-York Ghostface-Shrine Core-Four Subway-Terror"
Thappa,"Comedy, Short Bureaucracy Stamp-Approval Situational Satire"
Shazam! Fury Of The Gods,"Action, Superhero Atlas-Daughters Wizard-Staff Magic-Dome Mythic-Monsters Dragon-Fight"
John Wick: Chapter 4,"Action, Thriller High-Table-Duel Paris-Stairs Osaka-Continental Masterpiece-Action"
The Super Mario Bros Movie,"Animation, Family Mushroom-Kingdom Bowser-Warp Donkey-Kong Rainbow-Road Smash-Hit"
The Covenant,"Action, War Afghanistan Afghan-Interpreter Evacuation Extraction Extraction Heroic-Debt"
Guardians Of The Galaxy Vol 3,"Action, Superhero High-Evolutionary Rocket-Origin Counter-Earth High-Evolutionary Trilogy-End"
Kerala Story,"Drama, Bollywood Religious-Conversion Radicalization ISIS-Camps Controversial-Thriller"
Fast X,"Action, Dante-Revenge Rome-Bomb Agency-Betrayal Nuclear-Sub Over-The-Top"
The Little Mermaid,"Fantasy, Family Live-Action Underwater Ursula-Deal Prince-Eric Musical-Remake"
Tunka Tunka,"Drama, Punjabi Inspirational Sports Cycling Cancer-Battle Rural-Underdog Determination"
Chamm,"Drama, Punjabi Social-Divide Caste-Realities Rural-Socio-Economic-Issues Gritty"
Spider-Man: Across The Spider-Verse,"Animation, Superhero Spider-Society Spot-Threat Canon-Event Multi-Verse Masterpiece"
Elemental,"Animation, Family Element-City Fire-Water-Romance Immigration-Metaphor Pipe-Leak-Crisis"
Extraction 2,"Action, Thriller Prison-Breakout Train-Fight Mercenary-Rescue Austrian-Alps"
Bhai Ji Kuttange,"Comedy, Punjabi Action-Comedy Domineering-Brother Sibling-Fear Marital-Messes Slapstick"
The Flash,"Action, Superhero Time-Travel Chronobowl Multi-Spiders Supergirl Multi-Batman Paradox"
Rascal Does Not Dream Of A Sister Venturing Out,"Anime, Drama Supernatural School-Anxiety Sibling-Protection Puberty-Syndrome"
Indiana Jones And The Dial Of Destiny,"Action, Adventure Antikythera Time-Fissure Nazi-Pursuit Archimedes Final-Hunt"
Mission: Impossible - Dead Reckoning Part One,"Action, Spy Entity-AI Seville-Train-Crash Key-Hunt Base-Jump Spectacle"
Barbie,"Comedy, Fantasy Barbieland Patriarchy-Crisis Mattel-Escape Feminist-Satire Global-Phenomenon"
Oppenheimer,"Drama, Biographical Manhattan-Project Atomic-Bomb Security-Hearing Quantum-Physics Masterpiece"
Ucha Pind,"Action, Punjabi Gang-Wars Crime Feudal-Pride Village-Vigilante"
Heart Of Stone,"Action, Spy AI-The-Heart Global-Agency Cyber-Heist Infiltration"
Oh My God 2,"Comedy, Bollywood Sex-Education School-Expulsion Shiva-Messenger Courtroom-Satire Taboo-Breaking"
Gadar 2,"Action, Bollywood Pakistan-Infiltration Son-Rescue Cross-Border Hand-Pump-Legacy Jingoistic-Epic"
Blue Beetle,"Action, Superhero Scarab-Biotech Latino-Family Kord-Industries Exoskeleton-Suit Origin"
Bapu Bahar Bhej Do,"Comedy, Punjabi Foreign-Visa-Craze Father-Pressuring Village-Scams Youth-Farce"
Jawan,"Action, Bollywood Metro-Hijack Metro-Hijack Corporate-Vigilante Double-Role Mass-Masala-Blockbuster"
Chan Tara,"Comedy, Punjabi Rural-Romance Family-Feud Engagement-Messes Musicals"
The Creator,"Sci-Fi, Action AI-War Simulant-Child Nomad-Station Visual-Masterpiece Nomad-Station"
Once Upon A Studio,"Animation, Family Disney-100 LiveAction-Crossover Character-Reunion Short Mashup"
Leo,"Action, Bollywood Hyper-Violent Bakery-Owner Past-Gangster Drug-Cartel Cinematic-Universe-Link"
The Canterville Ghost,"Animation, Family Haunted-Mansion British-Humor Wilde-Adaptation Family-Curse"
My Hero Academia Ua Hero Battle,"Anime, Shonen Card-Game-Battle Dorm-Life Card-Game-Battle Short"
The Marvels,"Action, Superhero Quirk-Entanglement Kree-Revenge Flerken-Kittens Space-Jump-Teamup"
Wish,"Animation, Family Rosas-Kingdom Magnifico Star-Magic Disney-Centennial Musical"
The Bad Guys: A Very Bad Holiday,"Animation, Family Holiday Heist-Fix Christmas-Parade-Rescue Prequel-Short"
Godzilla Minus One,"Action, Sci-Fi Post-WW2-Japan Ginza-Attack Kamikaze-Guilt Monster-Masterpiece Kaiju-Epic"
Rascal Does Not Dream Of A Knapsack Kid,"Anime, Drama Supernatural Alternate-Dimension Mother-Reunion Puberty-Syndrome Trilogy-End"
Animal,"Action, Crime Obsessive-Father-Love Hyper-Violent Axe-War Complex-Characters MegaHit"
Carl'S Date,"Animation, Family Dug-Days Dog-Talking Senior-Dating Up-Epilogue Short"
Anyone But You,"Comedy, Romance Fake-Dating Australia-Destination Enemies-To-Lovers Shakespeare-Vibe"
Wonka,"Fantasy, Family Chocolate-Cartel Oompa-Loompa Origin-Prequel Magical-Confectionery Musical"
Mooned,"Animation, Family Vector Moon-Stranded Minion-Gags Short-TieIn"
Spy X Family Code White,"Anime, Comedy Spy-Action Telepath-Kid Cooking-Competition World-Peace Cruise-Crisis"
Migration,"Animation, Family Duck-Flock Jamaica-Route New-York-Detour Heron-Encounter Travel-Comedy"
Aquaman And The Lost Kingdom,"Action, Superhero Black-Trident Global-Warming Brother-Alliance Necrus DCEU-Finale"
Raula Pe Gaya,"Comedy, Punjabi Neighborhood-Rivalry Engagement-Chaos Rumor-Spread Slapstick"
The Tiger'S Apprentice,"Animation, Family Chinese-Zodiac Magic-Guardians San-Francisco Mythic-Beasts Adaptation"
Main Atal Hoon,"Drama, Biographical Political Prime-Minister Pokhran-Test BJP-Founding Political-History"
Fighter,"Action, Bollywood Air-Force Balakot-Airstrike Helicopter-Dogfight Sukhoi Jet-Action-Epic"
Orion And The Dark,"Animation, Family Childhood-Fears Personified-Dark Cosmic-Entities Kaufman-Script Deep-Metaphor"
Madame Web,"Action, Superhero Ambulance-Paramedic Future-Vision Spider-Women Peru-Spider-Tribe Spider-Women"
Megamind Vs The Doom Syndicate,"Animation, Family Hero-Transition Doom-Syndicate Metro-City Defection-Comedy"
Dune: Part Two,"Sci-Fi, Adventure Sandworm-Riding Emperor-Overthrow Water-Of-Life Holy-War Masterpiece-Epic"
Kung Fu Panda 4,"Animation, Family Chameleon-Villain Spiritual-Leader-Transition Fox-Thief Staff-Passing"
Crew,"Comedy, Bollywood Airline-Bankruptcy Gold-Smuggling Air-Hostess-Heist Women-Capaper Glitz-Farce"
Kingdom Of The Planet Of The Apes,"Sci-Fi, Action Generational-Skip Proximus-Caesar Eagle-Clan Human-Regression SciFi-Epic"
If,"Comedy, Family Imaginary-Friends Grief-Healing Foster-Agency Invisible-Creatures Heart-Warming"
The Garfield Movie,"Animation, Family Stray-Father Heist-Lactose Milk-Farm Dog-Odie Lasagna-Gags"
Inside Out 2,"Animation, Family Anxiety-Takeover Puberty-Console Emotion-Vault Hockey-Camp Masterpiece"
Jatt & Juliet 3,"Comedy, Punjabi Police-Duos UK-Assignment Ego-Clash Slapstick Landmark-RomCom-Return"
Kalki 2898 Ad,"Sci-Fi, Action Mahabharata-Link Kasi-Dystopia Shambala Project-K Mythological-SciFi-Epic"
Despicable Me 4,"Animation, Family Safe-House-Relocation Mega-Minions Roach-Villain Baby-Gru-Junior Blockbuster"
Bad News,"Comedy, Bollywood Heteropaternal-Superfecundation Twin-Fathers Pregnancy-Rivalry Medical-Rarity Farce"
Deadpool & Wolverine,"Action, Superhero R-Rated TVA-Void Anchor-Being Fox-Universe-Tribute MegaHit"
My Hero Academia Youre Next,"Anime, Shonen Action Dark-Might Fortress-Inversion Class-1A-Assembled Extended-Universe"
Pushpa 2: The Rule,"Action, Crime International-Smuggling Empire-Rule Police-Standoff Mass-Masala-Climax"
The Wild Robot,"Animation, Family Roz-Wrecked Island-Animals Gosling-Adoption Cybernetic-Nature Masterpiece"
Bad Guys: The Haunted Heist,"Animation, Family Halloween Supernatural-Amulet Haunted-Mansion Short Special"
Joker: Folie À Deux,"Crime, Drama Musical-Psychological Arkham-Trial Harley-Duet Delusion-Sequel Courtroom"
Venom: The Last Dance,"Action, Superhero Knull-Threat Symbiote-Hunter Area-51-Roadtrip Trilogy-Finale Action"
Bhool Bhulaiyaa 3,"Comedy, Bollywood Horror-Comedy Royal-Kingdom Double-Manjulika Exorcism-Mystery Masala"
Moana 2,"Animation, Family Ancient-Wayfinders Underworld-Voyage Sibling-Bonding Island-Unity Musical-Epic"
Sonic The Hedgehog 3,"Action, Family Shadow-Origin Biolab-Escape G.U.N.-Conflict Robotnik-Alliance Team-Sonic"
Mufasa The Lion King,"Animation, Family Prequel Taka-Brotherhood Photorealistic Royal-Origins Musical-Epic"
Ne Zha 2,"Animation, Fantasy Mythological Heavenly-Tribulation God-War Spirit-Realm Epic-Sequel"
Companion,"Sci-Fi, Thriller Artificial-Life Android-Bounds Romance Dark-Psychological Future-Shock"
Hoshiar Singh,"Comedy, Punjabi Over-Smart-Hero Village-Messes Marriage-Trap Slapstick-Chaos"
Captain America Brave New World,"Action, Superhero Red-Hulk Leader-Conspiracy Adamantium-Dispute Geopolitical-Thriller"
Chaava,"Action, Historical Sambhaji-Maharaj Maratha-Empire Mughal-Conflict War-Epic Battle-Choreography"
Flow,"Animation, Fantasy Great-Flood Cat-Survival Animal-Alliance Dialogue-Free Masterpiece"
Mickey 17,"Sci-Fi, Comedy Expandable-Clone Ice-Planet Corporate-Survival Identity-Conflict SciFi-Satire"
The Diplomat,"Action, Bollywood Spy Geopolitical-Crisis Embargo-Negotiation Hostage-Rescue Suspense"
Snow White,"Fantasy, Family Live-Action Cottage-Dweller Evil-Queen Musical-Remake Fairytale"
Alexander And The Terrible Horrible No Good Very Bad Road Trip,"Comedy, Family Family-Disaster Travel-Messes Slapstick Multi-Mishap"
Minecraft,"Fantasy, Family Overworld-Portal Block-Building Crafting-Mechanics Over-The-Top Video-Game"
Kesari Chapter 2,"Action, Historical Sikh-Regiment Bravery Military-Climax War-Epic Continuation"
Raid 2,"Crime, Bollywood IRS-Intelligence High-Profile-Raid Bureaucracy Interrogation-Thriller True-Events"
Thunderbolt,"Action, Superhero Anti-Hero-Team Black-Ops Government-Conspiracy Tactical-Combat MCU"
Final Destination Bloodline,"Horror, Supernatural Premonition Death-Design Lineage-Curse Slasher-Logic"
Mission Impossible The Final Reckoning,"Action, Spy Entity-Resolution Submarine-Dive IMF-Disbandment Action-Masterpiece Finale"
Lilo And Stitch,"Fantasy, Family Live-Action Alien-Experiment Hawaii-Setting Ohana Musical-Remake"
Saunkan Saunkne 2,"Comedy, Punjabi Marital-Tangle Household-Feud Sibling-Rivalry Sequel-Farce Chaos"
Housefull 5,"Comedy, Bollywood Multi-Couple Cruise-Ship Confusion Slapstick-Ensemble Franchise-Return"
Ballerina,"Action, Thriller John-Wick-SpinOff Ruska-Roma Assassin-Training Revenge-Slasher"
How To Train Your Dragon,"Fantasy, Family Live-Action Viking Dragon-Riding Berk-Setting Visual-Epic"
Sitaare Zameen Par,"Drama, Bollywood Down-Syndrome Sports-Coaching Inclusivity Inspiring-Comedy Social-Issue"
Elio,"Animation, Family Interplanetary-Ambassador Alien-Council Identity-Mistake Cosmic-Adventure"
Virgin Punk Clockwork Girl,"Anime, Sci-Fi Cyberpunk Android-Rebellion City-Underworld Action-Drama"
"M3Gan 2,0","Horror, Sci-Fi Cyber-Slasher AI-Clone Network-Infiltration Tech-Terror Sequel"
F1 The Movie,"Action, Drama Formula-1 Apex-Racing Veteran-Comeback Track-Spectacle Realism"
Sardarji 3,"Comedy, Punjabi Supernatural Ghost-Hunter Fantasy Slapstick-Chaos Sequel"
